N°,N°ENREGISTREMENT,CODE,DENOMINATION COMMUNE INTERNATIONALE,NOM DE MARQUE,FORME,DOSAGE,CONDITIONNEMENT,LISTE,P1,P2,OBS,LABORATOIRES DETENTEUR DE LA DECISION D'ENREGISTREMENT,PAYS DU LABORATOIRE DETENTEUR DE LA DECISION D'ENREGISTREMENT,DATE D'ENREGISTREMENT INITIAL,DATE D'ENREGISTREMENT FINAL,TYPE,STATUT
597,123/07 H 116/01,07 H 116,HYDROCORTISONE,HYDRACORT,CREME,0.005,T/30G,LISTE I,HOP,OFF,,GALDERMA,FRANCE,2001-01-24 00:00:00,2001-01-24 00:00:00,RE,I
598,386/07 H 161/09,07 H 161,MOMETASONE (SOUS FORME DE FUROATE)**,CORTISAF,PDE. DERM.,0.001,T/30G,LISTE I,HOP,OFF,,JAMJOOM PHARMACEUTICAL INDUSTRY,ARABIE SAOUDITE,2009-04-19 00:00:00,2009-04-19 00:00:00,GE,I
599,263/07 H 174/11,07 H 174,CLOBETASOL PROPIONATE,CLOTASOL,CREME DERM.,"0,05%",T/45G,LISTE I,HOP,OFF,,BIOPHARM ALGERIE,ALGERIE,2011-02-24 00:00:00,2011-02-24 00:00:00,GE,F
600,263/07 H 175/11,07 H 175,CLOBETASOL PROPIONATE,CLOTASOL,GEL P. APPLI. CAPILLAIRE,"0,05%",T/45G,LISTE I,HOP,OFF,,BIOPHARM ALGERIE,ALGERIE,2011-02-24 00:00:00,2011-02-24 00:00:00,GE,F
601,432/07 J 097/98/09,07 J 097,MEQUINOL,LEUCODININE B,PDE.,0.1,T/30G,,HOP,OFF,,CLS PHARMA,FRANCE,1998-10-21 00:00:00,2009-03-28 00:00:00,RE,I
602,079/07 L 055/98,07 L 055,ACIDE SALICYLIQUE,CORIFUGE,SOL.,0.1,FL/4 ML,,HOP,OFF,,LABORATOIRE ALGERIEN DE DEVELOPPEMENT PHARMACEUTIQUE (LAD),ALGERIE,1998-08-09 00:00:00,1998-08-09 00:00:00,GE,F
603,321/07 L 058/08,07 L 058,ISOTRETINOINE,AKNETT,CAPSULE MOLLE,10MG,B/30,LISTE I,HOP,OFF,,BIOVITAL,ALGERIE,2008-07-14 00:00:00,2008-07-14 00:00:00,GE,F
604,321/07 L 059/06,07 L 059,ISOTRETINOINE,AKNETT,CAPSULE MOLLE,20MG,B/30,LISTE I,HOP,OFF,,BIOVITAL Sarl,ALGERIE,2006-04-16 00:00:00,2006-04-16 00:00:00,GE,F
605,186/07 L 059/06,07 L 059,ISOTRETINOINE,CURACNE 20MG,CAPSULE MOLLE,20MG,B/30,LISTE I,HOP,OFF,,PIERRE FABRE DERMATOLOGIE,FRANCE,2006-07-31 00:00:00,2006-07-31 00:00:00,GE,I
606,121/07 L 059/07,07 L 059,ISOTRETINOINE,RETANE 20,CAPSULE MOLLE,20MG,B/30,LISTE I,HOP,OFF,,ASIA PHARMACEUTICAL,SYRIE,2007-08-28 00:00:00,2007-08-28 00:00:00,GE,I
607,083/07 L 107/01,07 L 107,CALCIPOTRIOL,DAIVONEX,LOTION,50µG/G,FL/60ML,LISTE II,HOP,OFF,,LEO,FRANCE,2002-01-05 00:00:00,2002-01-05 00:00:00,RE,I
608,125/07 L 120/01,07 L 120,ACIDE SALICYLIQUE/ACIDE LACTIQUE,DUOFILM,SOL.,"16,7G/16,7G/100G",FL/15ML,,HOP,OFF,,STIEFEL LIMITED,IRELAND,2001-02-17 00:00:00,2001-02-17 00:00:00,RE,I
609,003/07 P 066/97/09,07 P 066,CETRIMIDE,CEVLODIL,CREME,"0,5%",T/40G,,HOP,OFF,,SAIDAL GROUPE,ALGERIE,1997-08-12 00:00:00,2009-04-19 00:00:00,GE,F
610,003/07 P 069/97/09,07 P 069,HEXAMIDINE DI-ISETHIONATE,HEXADERM,PDE. DERM.,0.001,T/30G,,HOP,OFF,,SAIDAL GROUPE,ALGERIE,1997-08-12 00:00:00,2009-02-10 00:00:00,GE,F
611,016/07 P 071/96,07 P 071,HEXAMIDINE,HEXOMEDINE,SOL.DERM.,"0,1%",FL/45ML,,HOP,OFF,,RHONE POULENC RORER,FRANCE,1996-11-10 00:00:00,1996-11-10 00:00:00,RE,I
612,003/07 P 071/01/09,07 P 071,HEXAMIDINE DI-ISETHIONATE,HEXADERM,SOL.DERM.,"0,1%",FL/125ML,,HOP,OFF,,SAIDAL GROUPE,ALGERIE,2001-04-08 00:00:00,2009-02-10 00:00:00,GE,F
613,016/07 P 072/96,07 P 072,HEXAMIDINE,HEXOMEDINE,SOL.DERM.,"0,15%",FL/45ML,,HOP,OFF,,RHONE POULENC RORER,FRANCE,1996-11-05 00:00:00,1996-11-05 00:00:00,RE,I
614,088/07 P 074/99,07 P 074,OXYQUINOLEINE/ACIDE SALICYLIQUE/LAURYLSULFATE DE SODIUM/ACIDE TARTRIQUE,ACIDERM,SOL.,"0,1G/0,2G/2G/0,1G/0,7G/100ML",FL/250 ML,,HOP,OFF,,PHARMAGHREB,ALGERIE,1999-06-06 00:00:00,1999-06-06 00:00:00,GE,F
615,235/07 P 075/00,07 P 075,PERMANGANATE DE POTASSIUM,PERMANGANATE DE POTASSIUM,COMPRIME SECABLE,250MG,T/20,,HOP,OFF,,BIO-GALENIC,ALGERIE,2000-11-18 00:00:00,2000-11-18 00:00:00,GE,F
616,185/07 P 076/06,07 P 076,POLYVIDONE IODEE,IODACRYL,SOL. MOUSSANTE,0.04,F/125ML ET F/500ML,,HOP,OFF,,GROUPEMENT PHARMACEUTIQUE ALGERIEN (GPA),ALGERIE,2006-12-02 00:00:00,2006-12-02 00:00:00,GE,F
617,185/07 P 077/03,07 P 077,POLYVIDONE IODEE,BETADERM,SOL.DERM.,0.1,FL/125ML,,HOP,OFF,,GROUPEMENT PHARMACEUTIQUE ALGERIEN (GPA),ALGERIE,2003-09-16 00:00:00,2003-09-16 00:00:00,GE,F
618,319/07 P 077/08,07 P 077,POLYVIDONE IODEE,GETADINE,SOL. APPL. LOCALE,0.1,FL./50ML,,HOP,OFF,,ARAB PHARM,ALGERIE,2008-12-23 00:00:00,2008-12-23 00:00:00,GE,F
619,088/07 P 077/98,07 P 077,POLYVIDONE IODEE,SEPTIDINE,SOL.DERM.,0.1,FL/125ML,,HOP,OFF,,PHARMAGHREB,ALGERIE,1998-02-28 00:00:00,1998-02-28 00:00:00,GE,F
620,366/07 P 079/10,07 P 079,SULFADIAZINE ARGENTIQUE,FLAMAZOLE,CREME DERM.,0.01,T/40G,,HOP,OFF,,4A SANTE INDUSTRIE SARL,ALGERIE,2010-03-16 00:00:00,2010-03-16 00:00:00,GE,F
621,096/07 P 101/00,07 P 101,SULFATE DE CUIVRE/OXYDE DE ZINC,DERMOCUIVRE,PDE DERM,"0,2%/10%",T/25 G ET T/100G,,HOP,OFF,,CHAUVIN,FRANCE,2000-07-16 00:00:00,2000-07-16 00:00:00,RE,I
622,365/07 P 136/02,07 P 136,TROLAMINE PURE,BIAFINE,EMULS.POUR APPLIC. CUTANEE,"0,670G/100G",T/93G (100ML) ET T/186G(200ML),,HOP,OFF,,JOHNSON & JOHNSON CONSUMER FRANCE SAS,FRANCE,2002-11-24 00:00:00,2002-11-24 00:00:00,RE,I
623,067/07 P 138/03,07 P 138,THYMOL/LEVOMENTHOL/SALOL,BOROSTYROL,CREME,"0,90G/0,60G/1,34G/100G",T/50G,,HOP,OFF,,MAYOLY SPINDLER,FRANCE,2003-07-20 00:00:00,2003-07-20 00:00:00,RE,I
624,087/07 P 153/07,07 P 153,CHLORHEXIDINE DIGLUCONATE/BENZALKONIUM CHLORURE,DERMOBACTER,SOL. P. APPL. CUTANEE,"0,2G/0,5G/100ML",FL./300ML,,HOP,OFF,,INNOTECH INTERNATIONAL,FRANCE,2007-12-31 00:00:00,2007-12-31 00:00:00,RE,I
625,388/07 P 163/09,07 P 163,POLYVIDONE IODEE,BETAIODINE,SOL. APPL. LOCALE,0.05,FL./70ML EN SPRAY,,HOP,OFF,,HYSA SARL,ALGERIE,2009-03-28 00:00:00,2009-03-28 00:00:00,GE,F
626,003/07 P 164/09,07 P 164,IODE BISUBLIME/ALCOOL ETHYLIQUE,ALCOOL IODEE 1%,SOL. APPLI. LOCALE,0.01,FL./1L,,HOP,,,SAIDAL GROUPE,ALGERIE,2009-04-06 00:00:00,2009-04-06 00:00:00,GE,F
627,388/07 P 171/09,07 P 171,CHLORHEXIDINE DIGLUCONATE EXPRIME EN CHLORHEXIDINE,HYSADRIL ALCOOLIQUE,SOL. APPLI. LOCALE,0.005,FL./430ML,,HOP,OFF,,HYSA SARL,ALGERIE,2009-09-06 00:00:00,2009-09-06 00:00:00,GE,F
628,185/07 R 080/08,07 R 080,BENZOATE DE BENZYLE,ANTIGAL FAIBLE,SOL. A USAGE EXTERNE,0.1,FL./150ML,,HOP,OFF,,GROUPEMENT PHARMACEUTIQUE ALGERIEN (GPA),ALGERIE,2009-01-06 00:00:00,2009-01-06 00:00:00,GE,F
