N°,N°ENREGISTREMENT,CODE,DENOMINATION COMMUNE INTERNATIONALE,NOM DE MARQUE,FORME,DOSAGE,COND,LISTE,P1,P2,LABORATOIRES DETENTEUR DE LA DECISION D'ENREGISTREMENT,PAYS DU LABORATOIRE DETENTEUR DE LA DECISION D'ENREGISTREMENT,DATE D'ENREGISTREMENT INITIAL,TYPE,STATUT,DATE DE RETRAIT,MOTIF DE RETRAIT
1553,200/13 G 047/99,13 G 047,AMOXICILLINE,SUPRAMOXYL,PDRE. P. SUSP. BUV,250MG/5ML,FL/80ML,Liste I,HOP,OFF,ATABAY,TURQUIE,1999-06-22 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1554,109/13 G 047/99,13 G 047,AMOXICILLINE,EMOX,PDRE. P. SUSP. BUV.,250MG/5ML,FL/60ML,Liste I,HOP,OFF,EIPICO,EGYPTE,1999-05-10 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1555,051/13 G 047/98,13 G 047,AMOXICILLINE,GRAMIDIL,PDRE. P. SUSP. BUV.,250MG/5ML,FL/60ML,Liste I,HOP,OFF,LEURQUIN MEDIOLANUM,FRANCE,1998-11-28 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1556,118/13 G 047/98,13 G 047,AMOXICILLINE,ULTRAMOX,PDRE. P. SUSP.BUV.,250MG/5ML,FL/100ML,Liste I,HOP,OFF,ARAB PHARMACEUTICAL MANUFACTURING,JORDANIE,1998-12-01 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1557,225/13 G 047/00,13 G 047,AMOXICILLINE,PENACIN,PDRE. P.SUSP.BUV.,250MG/5ML,FL/100ML,Liste I,HOP,OFF,JAZEERA,ARABIE SAOUDITE,2000-03-06 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1558,287/13 G 047/09,13 G 047,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,SAIFOXYL,PDRE. SUSP. BUV.,250MG/5ML,FL./60ML,Liste I,HOP,OFF,ALGERIAN PHARMACEUTICS UNION (APU),ALGERIE,2009-03-28 00:00:00,Gé,F,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1559,017/13 G 047/96,13 G 047,AMOXICILLINE,BRISTAMOX - HICONCIL,PDRE.SIROP.,250MG/5ML,FL/60ML,Liste I,HOP,OFF,BRISTOL MYERS SQUIBB,FRANCE,1996-09-24 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1560,055/13 G 047/98,13 G 047,AMOXICILLINE,AMOXYDAR FORTE,SUSP. BUV.,250MG/5ML,FL/100ML,Liste I,HOP,OFF,DAR AL DAWA,JORDANIE,1998-09-01 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1561,193/13 G 047/99,13 G 047,AMOXICILLINE,NEOMOX,SUSP. BUV.,250MG/5ML,FL/60ML,Liste I,HOP,OFF,GALENICA,MAROC,1999-01-03 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1562,190/13 G 047/01,13 G 047,AMOXICILLINE,HYMOX,SUSP. P. BUV,250MG/5ML,FL/100ML,Liste I,HOP,OFF,SAUDI PHARMACEUTICAL INDUSTRIES & MEDICAL APPLIANCES COORPORATION (SPIMACO),ARABIE SAOUDITE,2001-01-10 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1563,160/13 G 047/99,13 G 047,AMOXICILLINE,LAMBERIN,SUSP.BUV.,250MG/5ML,FL/60ML,Liste I,HOP,OFF,ANFARM HELLAS SA,GRECE,1999-01-09 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1564,099/13 G 047/98,13 G 047,AMOXICILLINE,AGRAM,PDRE. P.SUSP.BUV.,250MG/5ML,FL/60ML,Liste I,HOP,OFF,PIERRE FABRE,FRANCE,1998-11-29 00:00:00,Gé,I,2013-12-11 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1565,108/13 G 047/06,13 G 047,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE,PAN-AMOXICILLINE,PDRE. P.SUSP.BUV.,250MG/5ML,F/60ML,Liste I,HOP,OFF,PANPHARMA,FRANCE,2006-02-25 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
1566,154/13 G 047/99,13 G 047,AMOXICILLINE,AMOXI-GOBENS,PDRE. P. SUSP. BUV.,250MG/5ML,FL/60ML,Liste I,HOP,OFF,NORMON S.A,ESPAGNE,1999-01-17 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1567,081/13 G 047/98,13 G 047,AMOXICILLINE,AMOXICILLINE-RATIOPHARM,SUSP. BUV.,250MG/5ML,FL/60ML (FL/30G DE PDRE.),Liste I,HOP,OFF,LAFON RATIOPHARM,FRANCE,1998-09-23 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE MSPRH POUR INTERDICTION DU LABORATOIRE
1568,262/13 G 049/98,13 G 049,AMOXICILLINE TRIHYDRATE EXPRIME EN AMOXICILLINE / ACIDE CLAVULANIQUE SEL DE POTASSIUM EXPRIME EN ACIDE CLAVULANIQUE,AUGMENTIN,PDRE. P. SOL.INJ.,500MG/50MG,B/1,Liste I,HOP,OFF,GLAXOSMITHKLINE,FRANCE,1998-02-28 00:00:00,Ré,I,2019-04-10 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1569,035/13 G 051/01/07,13 G 051,AMOXICILLINE/ACIDE CLAVULANIQUE,CLAVUCILLINE,PDRE .SUSP .BUV,"250MG/62,5MG/5ML",FL/60ML,Liste I,HOP,OFF,PHARMALLIANCE,ALGERIE,2001-02-10 00:00:00,Gé,I,2013-04-24 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1570,193/13 G 051/99,13 G 051,AMOXICILLINE/ACIDE CLAVULANIQUE,BIOTIC PLUS,PDRE.SUSP.BUV.,"250MG/62,5MG/5ML",FL/60ML,Liste I,HOP,OFF,GALENICA,MAROC,1999-01-05 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
1571,188/13 G 051/99,13 G 051,AMOXICILLINE/ACIDE CLAVULANIQUE,AMOKSIKLAV,PDRE.SOL..BUV,"250MG/62,5MG/5ML",FL/100ML,Liste I,HOP,OFF,LEK,SLOVENIE,1999-06-06 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR ARRET DE LA COOPERATION
1572,154/13 G 053/99,13 G 053,AMPICILLINE,GOBEMICINA,PDRE. ET SOLV. P. SOL. INJ.,500MG,B/1+1,Liste I,HOP,OFF,NORMON S.A,ESPAGNE,1999-01-17 00:00:00,Gé,I,2009-03-07 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1573,352/13 G 053/06,13 G 053,AMPICILLINE (SOUS FORME SODIQUE),AMIPAC,PDRE. ET SOLV. SOL. INJ. IM/IV,500MG/FL. DE PDRE,B/50+50*,Liste I,HOP*,,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,2006-07-31 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1574,144/13 G 053/98,13 G 053,AMPICILLINE,AMPICILLINE FLAVELAB,PDRE.SOL.INJ.,500MG/FL. DE PDRE,B/1+1,Liste I,HOP,OFF,FLAVELAB,FRANCE,1998-10-21 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1575,018/13 G 053/99,13 G 053,AMPICILLINE,ROSAMPLINE,PDRE.SOL.INJ.,500MG/FL. DE PDRE,B/1+1,Liste I,HOP,OFF,LABORATOIRES DE DEVELOPPEMENT PHARMACEUTIQUE (LDP),FRANCE,1999-03-21 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1576,080/13 G 053/98,13 G 053,AMPICILLINE,STANDACILLIN,PDRE.SOL.INJ.,500MG/FL. DE PDRE,B/1+1 et B/100*,Liste I,HOP*,OFF,BIOCHEMIE GmbH,AUTRICHE,1998-01-26 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1577,118/13 G 053/98,13 G 053,AMPICILLINE,ULTRACILLIN,PDRE.SOL.INJ.,500MG/FL. DE PDRE,B/1 AMP,Liste I,HOP,OFF,ARAB PHARMACEUTICAL MANUFACTURING,JORDANIE,1998-12-01 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1578,108/13 G 053/98,13 G 053,AMPICILLINE,AMPICILLINE PANPHARMA,PDRE.SOL.INJ.,500MG,B/1+1,Liste I,HOP,OFF,PANPHARMA,FRANCE,1998-08-16 00:00:00,Gé,I,2013-02-05 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1579,017/13 G 053/96,13 G 053,AMPICILLINE,TOTAPEN,PDRE.SOL.INJ.,500MG/FL. DE PDRE,FL/15ML,Liste I,HOP,OFF,BRISTOL MYERS SQUIBB,FRANCE,1996-09-24 00:00:00,Ré,I,2014-12-21 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1580,176/13 G 053/98,13 G 053,AMPICILLINE,AMPISINA,PDRE.SOL.INJ.,500MG,B/1+1,Liste I,HOP,OFF,MUSTAFA NEVZAT,TURQUIE,1998-12-01 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1581,076/13 G 053/97,13 G 053,AMPICILLINE,ANTIBIOPENE,PDRE.SOL.INJ.,500MG,B/1+1,Liste I,HOP,OFF,PHARMACIA UPJOHN,ESPAGNE,1997-12-30 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1582,154/13 G 054/99,13 G 054,AMPICILLINE,GOBEMICINA,PDRE. ET SOLV. P. SOL. INJ.,1G,B/1+1,Liste I,HOP,OFF,NORMON S.A,ESPAGNE,1999-01-17 00:00:00,Gé,I,2009-03-07 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1583,178/13 G 054/00,13 G 054,AMPICILLINE,PAMECIL,PDRE .SOL INJ IM-IV,1G/FL. DE PDRE.,B/1+1,Liste I,HOP,OFF,MEDOCHEMIE LTD,CHYPRE,2000-08-13 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1584,039/13 G 054/97/08,13 G 054,AMPICILLINE,AMPAL,PDRE. ET SOLV.SOL.INJ.,200MG/ML (OU 1G/5ML),B/1FL. DE PDRE.+1AMP. DE SOLV. 5ML,Liste I,HOP,OFF,SOCIETE PHARMACEUTIQUE ALGERIENNE (SOPHAL),ALGERIE,1997-02-03 00:00:00,Gé,F,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1585,352/13 G 054/06,13 G 054,AMPICILLINE (SOUS FORME SODIQUE),AMIPAC,PDRE. ET SOLVT. SOL. INJ. IM/IV,1G/FL. DE PDRE.,B/1FL. DE PDRE + 1AMP. DE SOLV. DE 5ML ET B/50FL. DE PDRE. + 50AMP. DE 10ML*,Liste I,HOP*,OFF,EL KENDI INDUSTRIE DU MEDICAMENT,ALGERIE,2006-07-31 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1586,216/13 G 054/05,13 G 054,AMPICILLINE,ROSCILLIN,PDRE. SOL INJ,1G/FL. DE PDRE.,B/50+50*,Liste I,HOP,OFF,RANBAXY-LTD,INDE,2005-10-19 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1587,144/13 G 054/98,13 G 054,AMPICILLINE,AMPICILLINE FLAVELAB,PDRE.SOL.INJ.,1G/FL. DE PDRE.,B/1+1,Liste I,HOP,OFF,FLAVELAB,FRANCE,1998-10-21 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1588,050/13 G 054/98,13 G 054,AMPICILLINE,ROSAMPLINE,PDRE.SOL.INJ.,1G/FL. DE PDRE.,B/1+1AMP. DE 5ML,Liste I,HOP,OFF,LABORATOIRE DE DEVELOPPEMENT PHARMACEUTIQUE ALGERIEN (LDPA),ALGERIE,1998-12-29 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1589,080/13 G 054/98,13 G 054,AMPICILLINE,STANDACILLIN,PDRE.SOL.INJ.,1G/FL. DE PDRE.,B/1+1 ET B/100*,Liste I,HOP*,OFF,BIOCHEMIE GmbH,AUTRICHE,1998-01-26 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1590,118/13 G 054/98,13 G 054,AMPICILLINE,ULTRACILLIN,PDRE.SOL.INJ.,1G/FL. DE PDRE.,B/1 AMP,Liste I,HOP,OFF,ARAB PHARMACEUTICAL MANUFACTURING,JORDANIE,1998-12-01 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1591,108/13 G 054/98,13 G 054,AMPICILLINE,AMPICILLINE PANPHARMA,PDRE.SOL.INJ.,1G,B/1+1,Liste I,HOP,OFF,PANPHARMA,FRANCE,1998-08-16 00:00:00,Gé,I,2013-02-05 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1592,017/13 G 054/96,13 G 054,AMPICILLINE,TOTAPEN,PDRE.SOL.INJ.IM,1G/FL. DE PDRE.,B/1+1,Liste I,HOP,OFF,BRISTOL MYERS SQUIBB,FRANCE,1996-09-24 00:00:00,Ré,I,2014-12-21 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1593,176/13 G 054/98,13 G 054,AMPICILLINE,AMPISINA,PDRE.SOL.INJ.,1G,B/1+1,Liste I,HOP,OFF,MUSTAFA NEVZAT,TURQUIE,1998-12-01 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1594,076/13 G 054/97,13 G 054,AMPICILLINE,ANTIBIOPENE,PDRE.SOL.INJ.,1G,B/1+1,Liste I,HOP,OFF,PHARMACIA UPJOHN,ESPAGNE,1997-12-30 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1595,017/13 G 055/96,13 G 055,AMPICILLINE,TOTAPEN,PDRE.SIROP,125MG/5ML,FL/60ML,Liste I,HOP,OFF,BRISTOL MYERS SQUIBB,FRANCE,1996-09-24 00:00:00,Ré,I,2014-12-21 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1596,080/13 G 055/98,13 G 055,AMPICILLINE,STANDACILLIN,GRLES.SUSP.BUV.,125MG/5ML,FL/60ML,Liste I,HOP,OFF,BIOCHEMIE GmbH,AUTRICHE,1998-01-26 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
1597,003/13 G 055/99,13 G 055,AMPICILLINE,AMPILINE,PDRE.SUSP.BUV.,125MG/5ML,FL/60ML,Liste I,HOP,OFF,SAIDAL,ALGERIE,1999-02-06 00:00:00,Gé,F,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1598,076/13 G 055/97,13 G 055,AMPICILLINE,ANTIBIOPENE,SUSP.BUV.,125MG/5ML,FL/60ML,Liste I,HOP,OFF,PHARMACIA UPJOHN,ESPAGNE,1997-12-30 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1599,108/13 G 056/98,13 G 056,AMPICILLINE,AMPICILLINE PANPHARMA,PDRE.SUSP.BUV.,250MG/5ML,FL/30G,Liste I,HOP,OFF,PANPHARMA,FRANCE,1998-06-07 00:00:00,Gé,I,2013-02-05 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1600,017/13 G 056/96,13 G 056,AMPICILLINE,TOTAPEN,PDRE.SIROP,250MG/5ML,FL/60ML,Liste I,HOP,OFF,BRISTOL MYERS SQUIBB,FRANCE,1996-09-24 00:00:00,Ré,I,2014-12-21 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1601,080/13 G 056/98,13 G 056,AMPICILLINE,STANDACILLIN,GRLES.SUSP.BUV.,250MG/5ML,FL/60ML,Liste I,HOP,OFF,BIOCHEMIE GmbH,AUTRICHE,1998-01-26 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
1602,135/13 G 056/98,13 G 056,AMPICILLINE,AMPEN,PDRE.SUSP. BUV.,250MG/5ML,FL/60ML,Liste I,HOP,OFF,MEDICUBA,CUBA,1998-11-14 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
1603,200/13 G 056/99,13 G 056,AMPICILLINE,SUPRACILINE,PDRE.SUSP. BUV.,250MG/5ML,FL/80ML,Liste I,HOP,OFF,ATABAY,TURQUIE,1999-06-22 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
1604,146/13 G 056/98,13 G 056,AMPICILLINE,PETERCILLIN SF,SUSP.BUV.,250MG/5ML,FL/60ML,Liste I,HOP,OFF,PHARMACARE LIMITED,AFRIQUE DU SUD,1998-10-12 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
1605,160/13 G 056/99,13 G 056,AMPICILLINE,STOPAN,SUSP.BUV.,250MG/5ML,FL/60ML,Liste I,HOP,OFF,ANFARM HELLAS SA,GRECE,1999-01-09 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
1606,003/13 G 056/99,13 G 056,AMPICILLINE,AMPILINE,PDRE.SUSP.BUV.,250MG/5ML,FL/60ML,Liste I,HOP,OFF,SAIDAL,ALGERIE,1999-02-06 00:00:00,Gé,F,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1607,076/13 G 056/97,13 G 056,AMPICILLINE,ANTIBIOPENE,SUSP.BUV.,250MG/5ML,FL/60ML,Liste I,HOP,OFF,PHARMACIA UPJOHN,ESPAGNE,1997-12-30 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1608,178/13 G 057/99,13 G 057,AMPICILLINE,PAMECIL,GLES.,250MG,B/16,Liste I,HOP,OFF,MEDOCHEMIE LTD,CHYPRE,1999-01-17 00:00:00,Gé,I,2007-06-12 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1609,076/13 G 057/97,13 G 057,AMPICILLINE,ANTIBIOPENE,GLES.,250MG,B/12,Liste I,HOP,OFF,PHARMACIA UPJOHN,ESPAGNE,1997-12-30 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1610,154/13 G 058/99,13 G 058,AMPICILLINE,GOBEMICINA,GLES.,500MG,B/12,Liste I,HOP,OFF,NORMON S.A,ESPAGNE,1999-01-31 00:00:00,Gé,I,2009-03-07 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1611,146/13 G 058/98,13 G 058,AMPICILLINE,PETERCILLIN,GLES.,500MG,B/12,Liste I,HOP,OFF,PHARMACARE LIMITED,AFRIQUE DU SUD,1998-10-12 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1612,018/13 G 058/98,13 G 058,AMPICILLINE,ROSAMPLINE,GLES.,500MG,B/12,Liste I,HOP,OFF,LABORATOIRES DE DEVELOPPEMENT PHARMACEUTIQUE (LDP),FRANCE,1998-12-29 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1613,216/13 G 058/01/08,13 G 058,AMPICILLINE** (SOUS FORME TRIHYDRATEE),ROSCILLIN,GLES.,500MG**,B/20,Liste I,HOP,OFF,RANBAXY,INDE,2001-03-31 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1614,080/13 G 058/98,13 G 058,AMPICILLINE,STANDACILLIN,GLES.,500MG,B/12 et B/100,Liste I,HOP,OFF,BIOCHEMIE GmbH,AUTRICHE,1998-01-26 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1615,160/13 G 058/99,13 G 058,AMPICILLINE,STOPAN,GLES.,500MG,B/12,Liste I,HOP,OFF,ANFARM HELLAS SA,GRECE,1999-01-09 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1616,118/13 G 058/98,13 G 058,AMPICILLINE,ULTRACILLIN,GLES.,500MG,B/20,Liste I,HOP,OFF,ARAB PHARMACEUTICAL MANUFACTURING,JORDANIE,1998-12-01 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1617,108/13 G 058/98,13 G 058,AMPICILLINE,AMPICILLINE,GLES.,500MG,B/12,Liste I,HOP,OFF,PANPHARMA,FRANCE,1998-08-16 00:00:00,Gé,I,2013-02-05 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1618,017/13 G 058/96,13 G 058,AMPICILLINE,TOTAPEN,GLES.,500MG,B/12,Liste I,HOP,OFF,BRISTOL MYERS SQUIBB,FRANCE,1996-09-24 00:00:00,Ré,I,2014-12-21 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1619,135/13 G 058/98,13 G 058,AMPICILLINE,AMPEN,GLES.,500MG,B/12,Liste I,HOP,OFF,MEDICUBA,CUBA,1998-11-14 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
1620,195/13 G 058/99,13 G 058,AMPICILLINE,AMPENIX,GLES.,500MG,B/12,Liste I,HOP,OFF,ALPHARM SPA,ALGERIE,1999-10-03 00:00:00,Gé,F,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
1621,321/13 G 058/06,13 G 058,AMPICILLINE (TRIHYDRATE),LAMPY,GLES,500MG,B/10,Liste I,HOP,OFF,BIOVITAL Sarl,ALGERIE,2006-06-09 00:00:00,Gé,F,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1622,001/13 G 058/97,13 G 058,AMPICILLINE,LIFEAMPILE,GLES,500MG,B/12,Liste I,HOP,OFF,HIKMA PHARMACEUTICALS,JORDANIE,1997-12-24 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1623,076/13 G 058/97,13 G 058,AMPICILLINE,ANTIBIOPENE,GLES.,500MG,B/12,Liste I,HOP,OFF,PHARMACIA UPJOHN,ESPAGNE,1997-12-30 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1624,255/13 G 059/99,13 G 059,BENETHAMINE BENZYLPENICILLINE/ BENZYLPENICILLINE SODIQUE,BICLINOCILLINE,PDRE. ET SOLV. P. SOL. INJ.,600 000 UI/400 000UI/FL. DE PDRE.,B/1+1,Liste I,HOP,OFF,SANOFI SYNTHELABO,FRANCE,1999-01-13 00:00:00,Ré,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
1625,217/13 G 059/99,13 G 059,BENETHAMINE PENICILLINE /BENZYLPENICILLINE,BENETHAMINE PENICILLINE/BENZYLPENICILLINE,PDRE.SOL.INJ,600 000UI/400 000UI/FL. DE PDRE.,B/1+1,Liste I,HOP,OFF,ATRAL S.A,PORTUGAL,1999-08-21 00:00:00,Gé,I,ABROGATION,PRODUIT NON COMMERCIALISE ET DECISION NON RENOUVELEE
1626,076/13 G 060/97,13 G 060,BENZATHINE BENZYLPENICILLINE,PENIDURAL,PDRE.SOL.INJ.,600 000UI,B/1+1,Liste I,HOP,OFF,PHARMACIA UPJOHN,ESPAGNE,1997-12-30 00:00:00,Gé,I,2008-05-14 00:00:00,RETRAIT PAR LE DETENTEUR POUR MOTIF COMMERCIAL
1627,097/13 G 060/09,13 G 060,BENZATHINE BENZYLPENICILLINE,BENZATHINE PENICILLIN,PDRE. ET SOLV. SUSP. INJ. IM,600 000UI/FL. DE PDRE.,B/01FL. DE PDRE. + 01AMP. DE SOLV. DE 5ML,Liste I,HOP,OFF,SANAMED,ALGERIE,2009-06-01 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1628,144/13 G 060/98,13 G 060,BENZATHINE BENZYLPENICILLINE,BENZATHINE BENZYLPENICILLINE FLAVELAB,PDRE.SOL.INJ.,600 000UI,B/1+1,Liste I,HOP,OFF,FLAVELAB,FRANCE,1998-10-21 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1629,080/13 G 060/98,13 G 060,BENZATHINE BENZYLPENICILLINE,RETARPEN,PDRE.SOL.INJ.,600 000UI,B/1+1 ET B/100*,Liste I,*HOP,OFF,SANDOZ GMBH,AUTRICHE,1998-01-26 00:00:00,Gé,I,RETRAIT,RETRAIT PAR LE DETENTEUR DANS LE PAYS D'ORIGINE
1630,400/13 G 061/12,13 G 061,BENZATHINE BENZYLPENICILLINE,RETARMEX,PDRE. ET SOLV. P. SUSP. INJ. IM/IV,1 200 000UI/FL. DE PDRE.,B/01FL. DE PDRE. + 01AMP. DE 5ML DE SOLV. (E.P.P.I),Liste I,HOP,OFF,KHROUB PHARMACEUTICAL MANUFACTURING ALGERIA SARL (KPMA),ALGERIE,2012-11-08 00:00:00,Gé,F,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
1631,121/13 G 061/08,13 G 061,BENZATHINE BENZYLPENICILLINE,BENZATHINE PENICILLIN,PDRE. ET SOLV. SOL. INJ. IM,1 200 000UI,B/1FL. DE PDRE + 1AMP. DE 5ML DE SOLV.,Liste I,HOP,OFF,ASIA PHARMACEUTICALS,SYRIE,2008-12-23 00:00:00,Gé,I,2011-05-08 00:00:00,RETRAIT PAR LE MSPRH POUR INTERDICTION D'IMPORTATION
